,name
11278,shae
11279,tyrion lannister
11280,shae
11281,tyrion lannister
11282,shae
11283,tyrion lannister
11284,shae
11285,tyrion lannister
11286,shae
11287,tyrion lannister
11288,shae
11289,tyrion lannister
11290,shae
11291,tyrion lannister
11292,shae
11293,tyrion lannister
11294,shae
11295,tyrion lannister
11296,shae
11297,tyrion lannister
11298,shae
11299,tyrion lannister
11300,tyrion lannister
11301,melisandre
11302,axell florent
11303,melisandre
11304,axell florent
11305,selyse
11306,axell florent
11307,melisandre
11308,selyse
11309,davos
11310,stannis baratheon
11311,davos
11312,stannis baratheon
11313,davos
11314,stannis baratheon
11315,selyse
11316,davos
11317,stannis baratheon
11318,selyse
11319,stannis baratheon
11320,selyse
11321,stannis baratheon
11322,selyse
11323,stannis baratheon
11324,selyse
11325,melisandre
11326,selyse
11327,melisandre
11328,selyse
11329,melisandre
11330,selyse
11331,stannis baratheon
11332,selyse
11333,stannis baratheon
11334,selyse
11335,shireen
11336,melisandre
11337,melisandre
11338,shireen
11339,melisandre
11340,shireen
11341,melisandre
11342,shireen
11343,melisandre
11344,shireen
11345,melisandre
11346,shireen
11347,melisandre
11348,shireen
11349,melisandre
11350,shireen
11351,melisandre
11352,hodor
11353,bran stark
11354,meera
11355,bran stark
11356,meera
11357,bran stark
11358,jojen
11359,jojen
11360,meera
11361,bran stark
11362,threeeyed raven
11363,cersei lannister
11364,threeeyed raven
11365,bran stark
11366,septon
11367,joffrey lannister
11368,sansa stark
11369,tyrion lannister
11370,tywin lannister
11371,olenna tyrell
11372,tywin lannister
11373,olenna tyrell
11374,tywin lannister
11375,olenna tyrell
11376,olenna tyrell
11377,olenna tyrell
11378,tywin lannister
11379,olenna tyrell
11380,tywin lannister
11381,olenna tyrell
11382,bronn
11383,tyrion lannister
11384,bronn
11385,tyrion lannister
11386,bronn
11387,tyrion lannister
11388,bronn
11389,tyrion lannister
11390,bronn
11391,oberyn martell
11392,tyrion lannister
11393,oberyn martell
11394,olenna tyrell
11395,tyrion lannister
11396,olenna tyrell
11397,musician
11398,joffrey lannister
11399,margaery tyrell
11400,joffrey lannister
11401,margaery tyrell
11402,cersei lannister
11403,loras
11404,jaime lannister
11405,loras
11406,jaime lannister
11407,loras
11408,jaime lannister
11409,loras
11410,jaime lannister
11411,loras
11412,brienne
11413,margaery tyrell
11414,brienne
11415,cersei lannister
11416,brienne
11417,joffrey lannister
11418,margaery tyrell
11419,joffrey lannister
11420,brienne
11421,joffrey lannister
11422,margaery tyrell
11423,cersei lannister
11424,brienne
11425,cersei lannister
11426,brienne
11427,cersei lannister
11428,brienne
11429,cersei lannister
11430,brienne
11431,cersei lannister
11432,brienne
11433,pycelle
11434,cersei lannister
11435,pycelle
11436,cersei lannister
11437,maid
11438,pycelle
11439,cersei lannister
11440,pycelle
11441,cersei lannister
11442,pycelle
11443,cersei lannister
11444,pycelle
11445,cersei lannister
11446,joffrey lannister
11447,tywin lannister
11448,cersei lannister
11449,tywin lannister
11450,cersei lannister
11451,oberyn martell
11452,tywin lannister
11453,oberyn martell
11454,ellaria
11455,tywin lannister
11456,cersei lannister
11457,ellaria
11458,oberyn martell
11459,cersei lannister
11460,oberyn martell
11461,cersei lannister
11462,tywin lannister
11463,oberyn martell
11464,tywin lannister
11465,oberyn martell
11466,joffrey lannister
11467,joffrey lannister
11468,renly dwarf
11469,robb dwarf
11470,joffrey dwarf
11471,balon dwarf
11472,joffrey dwarf
11473,joffrey dwarf
11474,stannis dwarf
11475,balon dwarf
11476,renly dwarf
11477,stannis dwarf
11478,renly dwarf
11479,balon dwarf
11480,robb dwarf
11481,balon dwarf
11482,robb dwarf
11483,balon dwarf
11484,robb dwarf
11485,stannis dwarf
11486,tyrion lannister
11487,podrick
11488,tyrion lannister
11489,joffrey dwarf
11490,joffrey dwarf
11491,robb dwarf
11492,joffrey dwarf
11493,joffrey dwarf
11494,joffrey dwarf
11495,joffrey lannister
11496,tyrion lannister
11497,tyrion lannister
11498,joffrey lannister
11499,margaery tyrell
11500,joffrey lannister
11501,tyrion lannister
11502,joffrey lannister
11503,joffrey lannister
11504,joffrey lannister
11505,joffrey lannister
11506,joffrey lannister
11507,margaery tyrell
11508,joffrey lannister
11509,margaery tyrell
11510,sansa stark
11511,tyrion lannister
11512,joffrey lannister
11513,tyrion lannister
11514,joffrey lannister
11515,joffrey lannister
11516,joffrey lannister
11517,tyrion lannister
11518,joffrey lannister
11519,tyrion lannister
11520,joffrey lannister
11521,margaery tyrell
11522,olenna tyrell
11523,olenna tyrell
11524,jaime lannister
11525,jaime lannister
11526,cersei lannister
11527,cersei lannister
11528,ser dontos
11529,cersei lannister
11530,ser dontos
11531,cersei lannister
11532,cersei lannister
11533,cersei lannister
11534,man
11535,cersei lannister
11536,cersei lannister
11537,ser dontos
11538,cersei lannister
11539,cersei lannister
11540,tywin lannister
11541,cersei lannister
11542,tywin lannister
11543,ser dontos
11544,sansa stark
11545,ser dontos
11546,ser dontos
11547,sansa stark
11548,petyr baelish
11549,petyr baelish
11550,ser dontos
11551,petyr baelish
11552,ser dontos
11553,ser dontos
11554,ser dontos
11555,petyr baelish
11556,sansa stark
11557,petyr baelish
11558,sansa stark
11559,petyr baelish
11560,sansa stark
11561,petyr baelish
11562,sansa stark
11563,petyr baelish
11564,petyr baelish
11565,sansa stark
11566,petyr baelish
11567,margaery tyrell
11568,olenna tyrell
11569,margaery tyrell
11570,olenna tyrell
11571,margaery tyrell
11572,olenna tyrell
11573,margaery tyrell
11574,olenna tyrell
11575,margaery tyrell
11576,olenna tyrell
11577,tywin lannister
11578,tywin lannister
11579,tommen lannister
11580,tywin lannister
11581,tommen lannister
11582,tywin lannister
11583,cersei lannister
11584,tommen lannister
11585,tywin lannister
11586,tommen lannister
11587,tywin lannister
11588,tommen lannister
11589,tywin lannister
11590,tommen lannister
11591,tywin lannister
11592,tommen lannister
11593,tywin lannister
11594,tommen lannister
11595,tywin lannister
11596,tywin lannister
11597,tommen lannister
11598,tywin lannister
11599,tommen lannister
11600,tywin lannister
11601,tommen lannister
11602,jaime lannister
11603,tommen lannister
11604,jaime lannister
11605,jaime lannister
11606,septon
11607,cersei lannister
11608,jaime lannister
11609,cersei lannister
11610,jaime lannister
11611,cersei lannister
11612,jaime lannister
11613,cersei lannister
11614,cersei lannister
11615,jaime lannister
11616,cersei lannister
11617,cersei lannister
11618,cersei lannister
11619,jaime lannister
11620,cersei lannister
11621,cersei lannister
11622,arya stark
11623,sandor clegane
11624,arya stark
11625,sandor clegane
11626,arya stark
11627,sandor clegane
11628,arya stark
11629,sandor clegane
11630,arya stark
11631,sandor clegane
11632,arya stark
11633,sandor clegane
11634,arya stark
11635,sandor clegane
11636,arya stark
11637,sandor clegane
11638,farmer hamlet
11639,sandor clegane
11640,farmer hamlet
11641,sandor clegane
11642,arya stark
11643,arya stark
11644,farmer hamlet
11645,arya stark
11646,farmer hamlet
11647,farmer hamlet
11648,sandor clegane
11649,arya stark
11650,farmer hamlet
11651,sandor clegane
11652,arya stark
11653,arya stark
11654,farmer hamlet
11655,sandor clegane
11656,farmer hamlet
11657,sandor clegane
11658,farmer hamlet
11659,sandor clegane
11660,farmer hamlet
11661,sandor clegane
11662,farmer hamlet
11663,sandor clegane
11664,sandor clegane
11665,arya stark
11666,sandor clegane
11667,arya stark
11668,sandor clegane
11669,arya stark
11670,sandor clegane
11671,arya stark
11672,sandor clegane
11673,arya stark
11674,sandor clegane
11675,ranger
11676,alliser thorne
11677,janos slynt
11678,sam
11679,janos slynt
11680,sam
11681,gilly
11682,sam
11683,gilly
11684,sam
11685,gilly
11686,sam
11687,gilly
11688,sam
11689,gilly
11690,sam
11691,gilly
11692,sam
11693,gilly
11694,sam
11695,gilly
11696,sam
11697,gilly
11698,sam
11699,gilly
11700,sam
11701,gilly
11702,sam
11703,gilly
11704,sam
11705,gilly
11706,sam
11707,gilly
11708,sam
11709,gilly
11710,davos
11711,stannis baratheon
11712,davos
11713,stannis baratheon
11714,davos
11715,stannis baratheon
11716,davos
11717,stannis baratheon
11718,davos
11719,stannis baratheon
11720,davos
11721,stannis baratheon
11722,davos
11723,stannis baratheon
11724,davos
11725,stannis baratheon
11726,davos
11727,stannis baratheon
11728,davos
11729,stannis baratheon
11730,shireen
11731,davos
11732,shireen
11733,davos
11734,shireen
11735,davos
11736,shireen
11737,shireen
11738,davos
11739,davos
11740,shireen
11741,davos
11742,shireen
11743,davos
11744,shireen
11745,davos
11746,shireen
11747,davos
11748,shireen
11749,davos
11750,shireen
11751,davos
11752,davos
11753,shireen
11754,davos
11755,sam
11756,moles town whore
11757,moles town whore
11758,gilly
11759,moles town whore
11760,gilly
11761,moles town whore
11762,gilly
11763,moles town whore
11764,gilly
11765,moles town whore
11766,moles town madam
11767,sam
11768,moles town madam
11769,sam
11770,moles town madam
11771,sam
11772,gilly
11773,sam
11774,sam
11775,gilly
11776,sam
11777,oberyn martell
11778,ellaria
11779,olyvar
11780,oberyn martell
11781,ellaria
11782,oberyn martell
11783,olyvar
11784,oberyn martell
11785,olyvar
11786,oberyn martell
11787,olyvar
11788,oberyn martell
11789,ellaria
11790,oberyn martell
11791,olyvar
11792,ellaria
11793,oberyn martell
11794,tywin lannister
11795,oberyn martell
11796,tywin lannister
11797,ellaria
11798,oberyn martell
11799,tywin lannister
11800,oberyn martell
11801,oberyn martell
11802,tywin lannister
11803,oberyn martell
11804,tywin lannister
11805,oberyn martell
11806,tywin lannister
11807,oberyn martell
11808,tywin lannister
11809,oberyn martell
11810,tywin lannister
11811,oberyn martell
11812,tywin lannister
11813,oberyn martell
11814,tywin lannister
11815,oberyn martell
11816,tywin lannister
11817,oberyn martell
11818,tywin lannister
11819,oberyn martell
11820,tywin lannister
11821,oberyn martell
11822,tywin lannister
11823,oberyn martell
11824,tywin lannister
11825,oberyn martell
11826,tywin lannister
11827,oberyn martell
11828,tywin lannister
11829,oberyn martell
11830,tywin lannister
11831,oberyn martell
11832,tywin lannister
11833,oberyn martell
11834,tywin lannister
11835,oberyn martell
11836,tywin lannister
11837,tyrion lannister
11838,podrick
11839,tyrion lannister
11840,podrick
11841,tyrion lannister
11842,podrick
11843,tyrion lannister
11844,podrick
11845,tyrion lannister
11846,podrick
11847,tyrion lannister
11848,podrick
11849,tyrion lannister
11850,podrick
11851,tyrion lannister
11852,podrick
11853,tyrion lannister
11854,podrick
11855,tyrion lannister
11856,podrick
11857,tyrion lannister
11858,podrick
11859,tyrion lannister
11860,podrick
11861,tyrion lannister
11862,podrick
11863,tyrion lannister
11864,podrick
11865,tyrion lannister
11866,podrick
11867,tyrion lannister
11868,podrick
11869,tyrion lannister
11870,podrick
11871,tyrion lannister
11872,podrick
11873,podrick
11874,tyrion lannister
11875,podrick
11876,tyrion lannister
11877,podrick
11878,tyrion lannister
11879,podrick
11880,tyrion lannister
11881,podrick
11882,tyrion lannister
11883,tyrion lannister
11884,podrick
11885,tyrion lannister
11886,olly
11887,guymon
11888,olly
11889,guymon
11890,man
11891,ollys mother
11892,styr
11893,olly
11894,styr
11895,yarwyck
11896,men
11897,yarwyck
11898,men
11899,alliser thorne
11900,maester aemon
11901,pyp
11902,alliser thorne
11903,jon snow
11904,alliser thorne
11905,pyp
11906,jon snow
11907,dolorous edd
11908,alliser thorn
11909,grenn
11910,alliser thorn
11911,grenn
11912,dolorous edd
11913,jon snow
11914,dolorous edd
11915,jon snow
11916,alliser thorn
11917,jon snow
11918,pyp
11919,daenerys targaryen
11920,jorah mormont
11921,daenerys targaryen
11922,barristan selmy
11923,missandei
11924,barristan selmy
11925,jorah mormont
11926,daenerys targaryen
11927,grey worm
11928,daenerys targaryen
11929,barristan selmy
11930,daenerys targaryen
11931,jorah mormont
11932,daenerys targaryen
11933,daario
11934,daenerys targaryen
11935,missandei
11936,daenerys targaryen
11937,daenerys targaryen
11938,daario
11939,daenerys targaryen
11940,daario
11941,daenerys targaryen
11942,daenerys targaryen
11943,daenerys targaryen
11944,daenerys targaryen
11945,grey worm
11946,missandei
11947,grey worm
11948,missandei
11949,grey worm
11950,missandei
11951,grey worm
11952,missandei
11953,grey worm
11954,missandei
11955,grey worm
11956,missandei
11957,grey worm
11958,daenerys targaryen
11959,missandei
11960,grey worm
11961,daenerys targaryen
11962,mossador
11963,elder meereen slave
11964,mossador
11965,mossador
11966,meereen slave
11967,elder meereen slave
11968,grey worm
11969,grey worm
11970,elder meereen slave
11971,grey worm
11972,elder meereen slave
11973,meereen slave
11974,grey worm
11975,slaves
11976,slaves
11977,slaves
11978,daenerys targaryen
11979,jorah mormont
11980,daenerys targaryen
11981,barristan selmy
11982,daenerys targaryen
11983,jaime lannister
11984,bronn
11985,jaime lannister
11986,bronn
11987,jaime lannister
11988,bronn
11989,jaime lannister
11990,bronn
11991,bronn
11992,jaime lannister
11993,bronn
11994,jaime lannister
11995,bronn
11996,jaime lannister
11997,tyrion lannister
11998,jaime lannister
11999,tyrion lannister
12000,jaime lannister
12001,tyrion lannister
12002,jaime lannister
12003,tyrion lannister
12004,jaime lannister
12005,tyrion lannister
12006,jaime lannister
12007,tyrion lannister
12008,jaime lannister
12009,tyrion lannister
12010,jaime lannister
12011,tyrion lannister
12012,jaime lannister
12013,tyrion lannister
12014,jaime lannister
12015,tyrion lannister
12016,jaime lannister
12017,jaime lannister
12018,tyrion lannister
12019,tyrion lannister
12020,sansa stark
12021,petyr baelish
12022,sansa stark
12023,petyr baelish
12024,sansa stark
12025,petyr baelish
12026,sansa stark
12027,petyr baelish
12028,sansa stark
12029,petyr baelish
12030,sansa stark
12031,petyr baelish
12032,sansa stark
12033,petyr baelish
12034,sansa stark
12035,petyr baelish
12036,sansa stark
12037,petyr baelish
12038,sansa stark
12039,petyr baelish
12040,sansa stark
12041,petyr baelish
12042,margaery tyrell
12043,olenna tyrell
12044,olenna tyrell
12045,margaery tyrell
12046,olenna tyrell
12047,olenna tyrell
12048,margaery tyrell
12049,olenna tyrell
12050,olenna tyrell
12051,margaery tyrell
12052,olenna tyrell
12053,margaery tyrell
12054,olenna tyrell
12055,margaery tyrell
12056,olenna tyrell
12057,jon snow
12058,jon snow
12059,jon snow
12060,jon snow
12061,jon snow
12062,olly
12063,jon snow
12064,olly
12065,grenn
12066,jon snow
12067,jon snow
12068,locke
12069,alliser thorne
12070,jon snow
12071,alliser thorn
12072,jon snow
12073,alliser thorne
12074,alliser thorne
12075,janos slynt
12076,alliser thorne
12077,janos slynt
12078,locke
12079,jon snow
12080,locke
12081,jon snow
12082,jon snow
12083,locke
12084,alliser thorne
12085,locke
12086,jaime lannister
12087,cersei lannister
12088,jaime lannister
12089,cersei lannister
12090,jaime lannister
12091,cersei lannister
12092,jaime lannister
12093,cersei lannister
12094,jaime lannister
12095,cersei lannister
12096,jaime lannister
12097,cersei lannister
12098,jaime lannister
12099,cersei lannister
12100,jaime lannister
12101,cersei lannister
12102,jaime lannister
12103,cersei lannister
12104,jaime lannister
12105,cersei lannister
12106,tommen lannister
12107,tommen lannister
12108,margaery tyrell
12109,tommen lannister
12110,margaery tyrell
12111,margaery tyrell
12112,tommen lannister
12113,margaery tyrell
12114,tommen lannister
12115,margaery tyrell
12116,tommen lannister
12117,margaery tyrell
12118,tommen lannister
12119,margaery tyrell
12120,tommen lannister
12121,margaery tyrell
12122,tommen lannister
12123,margaery tyrell
12124,margaery tyrell
12125,brienne
12126,jaime lannister
12127,brienne
12128,jaime lannister
12129,brienne
12130,jaime lannister
12131,jaime lannister
12132,brienne
12133,jaime lannister
12134,brienne
12135,jaime lannister
12136,brienne
12137,jaime lannister
12138,podrick
12139,jaime lannister
12140,bronn
12141,bronn
12142,jaime lannister
12143,brienne
12144,jaime lannister
12145,podrick
12146,sam
12147,jon snow
12148,sam
12149,jon snow
12150,sam
12151,jon snow
12152,sam
12153,jon snow
12154,sam
12155,jon snow
12156,sam
12157,jon snow
12158,sam
12159,locke
12160,alliser thorne
12161,jon snow
12162,jon snow
12163,jon snow
12164,jon snow
12165,locke
12166,jon snow
12167,woman
12168,woman
12169,tanner
12170,tanner
12171,tanner
12172,tanner
12173,tanner
12174,rast
12175,tanner
12176,tanner
12177,tanner
12178,tanner
12179,women
12180,tanner
12181,sissy
12182,tanner
12183,tanner
12184,sissy
12185,tanner
12186,sissy
12187,women
12188,tanner
12189,tanner
12190,tanner
12191,rast
12192,rast
12193,hodor
12194,bran stark
12195,meera
12196,jojen
12197,bran stark
12198,meera
12199,bran stark
12200,jojen
12201,hodor
12202,meera
12203,bran stark
12204,meera
12205,bran stark
12206,bran stark
12207,meera
12208,meera
12209,bran stark
12210,meera
12211,bran stark
12212,meera
12213,bran stark
12214,meera
12215,rast
12216,tanner
12217,tanner
12218,tanner
12219,tanner
12220,tanner
12221,rast
12222,tanner
12223,meera
12224,tanner
12225,meera
12226,bran stark
12227,rast
12228,meera
12229,tanner
12230,meera
12231,septon
12232,all
12233,septon
12234,pycelle
12235,varys
12236,man
12237,margaery tyrell
12238,cersei lannister
12239,margaery tyrell
12240,cersei lannister
12241,margaery tyrell
12242,cersei lannister
12243,margaery tyrell
12244,cersei lannister
12245,margaery tyrell
12246,cersei lannister
12247,margaery tyrell
12248,cersei lannister
12249,margaery tyrell
12250,cersei lannister
12251,margaery tyrell
12252,cersei lannister
12253,margaery tyrell
12254,cersei lannister
12255,margaery tyrell
12256,cersei lannister
12257,margaery tyrell
12258,margaery tyrell
12259,jorah mormont
12260,barristan
12261,daario
12262,daenerys targaryen
12263,daario
12264,daenerys targaryen
12265,daario
12266,daenerys targaryen
12267,barristan
12268,daenerys targaryen
12269,barristan
12270,daenerys targaryen
12271,jorah mormont
12272,barristan
12273,jorah mormont
12274,barristan
12275,jorah mormont
12276,jorah mormont
12277,daenerys targaryen
12278,daenerys targaryen
12279,jorah mormont
12280,daenerys targaryen
12281,daenerys targaryen
12282,jorah mormont
12283,daenerys targaryen
12284,jorah mormont
12285,daenerys targaryen
12286,petyr baelish
12287,sansa stark
12288,petyr baelish
12289,sansa stark
12290,petyr baelish
12291,knight
12292,petyr baelish
12293,knight
12294,knight
12295,knight
12296,robin
12297,petyr baelish
12298,petyr baelish
12299,lysa
12300,petyr baelish
12301,robin
12302,lysa
12303,sansa stark
12304,lysa
12305,lysa
12306,sansa stark
12307,lysa
12308,sansa stark
12309,lysa
12310,sansa stark
12311,lysa
12312,robin
12313,sansa stark
12314,robin
12315,sansa stark
12316,robin
12317,lysa
12318,sansa stark
12319,lysa
12320,sansa stark
12321,lysa
12322,sansa stark
12323,lysa
12324,petyr baelish
12325,lysa
12326,petyr baelish
12327,lysa
12328,lysa
12329,petyr baelish
12330,lysa
12331,petyr baelish
12332,lysa
12333,petyr baelish
12334,lysa
12335,petyr baelish
12336,petyr baelish
12337,petyr baelish
12338,lysa
12339,tywin lannister
12340,cersei lannister
12341,tywin lannister
12342,cersei lannister
12343,tywin lannister
12344,tywin lannister
12345,cersei lannister
12346,tywin lannister
12347,cersei lannister
12348,tywin lannister
12349,cersei lannister
12350,tywin lannister
12351,cersei lannister
12352,tywin lannister
12353,tywin lannister
12354,cersei lannister
12355,tywin lannister
12356,cersei lannister
12357,tywin lannister
12358,cersei lannister
12359,tywin lannister
12360,cersei lannister
12361,tywin lannister
12362,cersei lannister
12363,tywin lannister
12364,cersei lannister
12365,tywin lannister
12366,cersei lannister
12367,tywin lannister
12368,cersei lannister
12369,tywin lannister
12370,cersei lannister
12371,tywin lannister
12372,cersei lannister
12373,tywin lannister
12374,cersei lannister
12375,cersei lannister
12376,arya stark
12377,sandor clegane
12378,arya stark
12379,sandor clegane
12380,arya stark
12381,sandor clegane
12382,arya stark
12383,sandor clegane
12384,arya stark
12385,sandor clegane
12386,arya stark
12387,sansa stark
12388,lysa
12389,sansa stark
12390,lysa
12391,sansa stark
12392,lysa
12393,sansa stark
12394,lysa
12395,sansa stark
12396,lysa
12397,sansa stark
12398,lysa
12399,sansa stark
12400,lysa
12401,sansa stark
12402,lysa
12403,sansa stark
12404,lysa
12405,lysa
12406,sansa stark
12407,lysa
12408,sansa stark
12409,lysa
12410,sansa stark
12411,lysa
12412,sansa stark
12413,lysa
12414,sansa stark
12415,lysa
12416,sansa stark
12417,lysa
12418,brienne
12419,podrick
12420,brienne
12421,podrick
12422,brienne
12423,podrick
12424,brienne
12425,podrick
12426,brienne
12427,podrick
12428,brienne
12429,podrick
12430,brienne
12431,podrick
12432,sandor clegane
12433,arya stark
12434,sandor clegane
12435,arya stark
12436,sandor clegane
12437,arya stark
12438,sandor clegane
12439,arya stark
12440,sandor clegane
12441,arya stark
12442,sandor clegane
12443,arya stark
12444,sandor clegane
12445,arya stark
12446,sandor clegane
12447,arya stark
12448,sandor clegane
12449,arya stark
12450,sandor clegane
12451,arya stark
12452,sandor clegane
12453,arya stark
12454,sandor clegane
12455,sandor clegane
12456,oberyn martell
12457,cersei lannister
12458,oberyn martell
12459,cersei lannister
12460,oberyn martell
12461,cersei lannister
12462,cersei lannister
12463,oberyn martell
12464,cersei lannister
12465,oberyn martell
12466,cersei lannister
12467,oberyn martell
12468,cersei lannister
12469,oberyn martell
12470,cersei lannister
12471,oberyn martell
12472,cersei lannister
12473,oberyn martell
12474,cersei lannister
12475,oberyn martell
12476,cersei lannister
12477,oberyn martell
12478,cersei lannister
12479,oberyn martell
12480,cersei lannister
12481,oberyn martell
12482,cersei lannister
12483,oberyn martell
12484,cersei lannister
12485,oberyn martell
12486,cersei lannister
12487,oberyn martell
12488,cersei lannister
12489,podrick
12490,podrick
12491,podrick
12492,brienne
12493,podrick
12494,brienne
12495,brienne
12496,podrick
12497,brienne
12498,podrick
12499,brienne
12500,brienne
12501,podrick
12502,brienne
12503,podrick
12504,brienne
12505,podrick
12506,brienne
12507,podrick
12508,brienne
12509,rast
12510,man
12511,man
12512,man
12513,man
12514,meera
12515,jojen
12516,meera
12517,jojen
12518,bran stark
12519,jojen
12520,meera
12521,jojen
12522,bran stark
12523,jojen
12524,bran stark
12525,jojen
12526,meera
12527,jojen
12528,locke
12529,dolorous edd
12530,jon snow
12531,locke
12532,grenn
12533,locke
12534,grenn
12535,locke
12536,jon snow
12537,locke
12538,grenn
12539,jon snow
12540,karl tanner
12541,karl tanner
12542,bran stark
12543,jojen
12544,hodor
12545,bran stark
12546,hodor
12547,bran stark
12548,hodor
12549,bran stark
12550,bran stark
12551,bran stark
12552,bran stark
12553,bran stark
12554,karl tanner
12555,karl
12556,karl tanner
12557,jojen
12558,karl tanner
12559,jojen
12560,karl tanner
12561,jojen
12562,karl tanner
12563,jojen
12564,karl tanner
12565,karl tanner
12566,jojen
12567,karl tanner
12568,jojen
12569,man
12570,rast
12571,locke
12572,bran stark
12573,locke
12574,locke
12575,locke
12576,bronn
12577,locke
12578,hodor
12579,hodor
12580,bran stark
12581,bran stark
12582,bran stark
12583,bran stark
12584,bran stark
12585,jojen
12586,bran stark
12587,jojen
12588,jojen
12589,bran stark
12590,bran stark
12591,karl tanner
12592,karl tanner
12593,karl tanner
12594,karl tanner
12595,karl tanner
12596,karl tanner
12597,karl tanner
12598,jon snow
12599,jon snow
12600,doloroud edd
12601,grenn
12602,jon snow
12603,grenn
12604,dolrous edd
12605,man
12606,grenn
12607,jon snow
12608,jon snow
12609,dolorous edd
12610,jon snow
12611,morag
12612,jon snow
12613,morag
12614,davos
12615,stannis baratheon
12616,davos
12617,tycho
12618,tycho
12619,davos
12620,tycho
12621,stannis baratheon
12622,tycho
12623,stannis baratheon
12624,tycho
12625,stannis baratheon
12626,tycho
12627,stannis baratheon
12628,tycho
12629,stannis baratheon
12630,tycho
12631,davos
12632,tycho
12633,stannis baratheon
12634,tycho
12635,davos
12636,tycho
12637,davos
12638,davos
12639,tycho
12640,davos
12641,tycho
12642,davos
12643,tycho
12644,davos
12645,tycho
12646,stannis baratheon
12647,tycho
12648,davos
12649,sallador
12650,sallador
12651,sallador
12652,women
12653,davos
12654,sallador
12655,davos
12656,sallador
12657,lhara
12658,sallador
12659,davos
12660,sallador
12661,davos
12662,sallador
12663,davos
12664,davos
12665,sallador
12666,davos
12667,yara greyjoy
12668,myranda
12669,yara greyjoy
12670,myranda
12671,yara greyjoy
12672,first mate
12673,yara greyjoy
12674,bolton guard
12675,yara greyjoy
12676,bolton guard
12677,bolton guard
12678,yara greyjoy
12679,yara greyjoy
12680,yara greyjoy
12681,theon greyjoy
12682,yara greyjoy
12683,theon greyjoy
12684,yara greyjoy
12685,theon greyjoy
12686,first mate
12687,yara greyjoy
12688,theon greyjoy
12689,yara greyjoy
12690,theon greyjoy
12691,ramsay bolton
12692,theon greyjoy
12693,yara greyjoy
12694,yara greyjoy
12695,ramsay bolton
12696,ramsay bolton
12697,yara greyjoy
12698,ironborn
12699,yara greyjoy
12700,ramsay bolton
12701,theon greyjoy
12702,ramsay bolton
12703,theon greyjoy
12704,ramsay bolton
12705,ramsay bolton
12706,ramsay bolton
12707,theon greyjoy
12708,ramsay bolton
12709,theon greyjoy
12710,ramsay bolton
12711,theon greyjoy
12712,ramsay bolton
12713,daenerys targaryen
12714,missandei
12715,missandei
12716,daenerys targaryen
12717,missandei
12718,missandei
12719,daenerys targaryen
12720,daenerys targaryen
12721,daenerys targaryen
12722,manservant
12723,daenerys targaryen
12724,hizdahr
12725,daenerys targaryen
12726,hizdahr
12727,daenerys targaryen
12728,hizdahr
12729,daenerys targaryen
12730,hizdahr
12731,daenerys targaryen
12732,hizdahr
12733,daenerys targaryen
12734,hizdahr
12735,daenerys targaryen
12736,hizdahr
12737,hizdahr
12738,daenerys targaryen
12739,hizdahr
12740,daenerys targaryen
12741,hizdahr
12742,daenerys targaryen
12743,missandei
12744,daenerys targaryen
12745,oberyn martell
12746,mace
12747,mace
12748,tywin lannister
12749,varys
12750,cersei lannister
12751,varys
12752,pycelle
12753,tywin lannister
12754,varys
12755,tywin lannister
12756,varys
12757,tywin lannister
12758,varys
12759,cersei lannister
12760,varys
12761,cersei lannister
12762,pycelle
12763,varys
12764,cersei lannister
12765,tywin lannister
12766,cersei lannister
12767,varys
12768,oberyn martell
12769,tywin lannister
12770,pycelle
12771,tywin lannister
12772,varys
12773,tywin lannister
12774,varys
12775,oberyn martell
12776,varys
12777,oberyn martell
12778,varys
12779,oberyn martell
12780,varys
12781,oberyn martell
12782,varys
12783,oberyn martell
12784,varys
12785,oberyn martell
12786,varys
12787,oberyn martell
12788,varys
12789,oberyn martell
12790,oberyn martell
12791,oberyn martell
12792,varys
12793,oberyn martell
12794,varys
12795,oberyn martell
12796,varys
12797,oberyn martell
12798,tyrion lannister
12799,tyrion lannister
12800,jaime lannister
12801,tyrion lannister
12802,man
12803,tommen lannister
12804,tywin lannister
12805,tyrion lannister
12806,tywin lannister
12807,tyrion lannister
12808,tywin lannister
12809,tyrion lannister
12810,tywin lannister
12811,tyrion lannister
12812,tywin lannister
12813,meryn trant
12814,tyrion lannister
12815,tywin lannister
12816,tyrion lannister
12817,tywin lannister
12818,pycelle
12819,oberyn martell
12820,pycelle
12821,tywin lannister
12822,pycelle
12823,tywin lannister
12824,pycelle
12825,pycelle
12826,tywin lannister
12827,pyelle
12828,cersei lannister
12829,mace
12830,cersei lannister
12831,oberyn martell
12832,cersei lannister
12833,tywin lannister
12834,mace
12835,varys
12836,mace
12837,varys
12838,tywin lannister
12839,tyrion lannister
12840,tywin lannister
12841,tyrion lannister
12842,varys
12843,tywin lannister
12844,tywin lannister
12845,guard
12846,jaime lannister
12847,tywin lannister
12848,jaime lannister
12849,tywin lannister
12850,jaime lannister
12851,tywin lannister
12852,jaime lannister
12853,tywin lannister
12854,jaime lannister
12855,tywin lannister
12856,jaime lannister
12857,tywin lannister
12858,jaime lannister
12859,tywin lannister
12860,jaime lannister
12861,tywin lannister
12862,jaime lannister
12863,tywin lannister
12864,tywin lannister
